stamp_ns,x,y,z,qx,qy,qz,qw
1790244987162072181,1.5913356577999274,3.1293008946448833,0.0571721148147418,-0.0004554073862003298,-0.01023180032204234,0.8889481270564846,0.45789336124105473
1790244987262067317,1.5688023615972824,3.1635683308236358,0.08458929932316492,-0.0007123384897144454,-0.010113608460468378,0.8933566147443905,0.4492339773323095
1790244987362062215,1.54681138424085,3.1962661731964177,0.10459837444714168,-0.0007422014418678724,-0.010392586167384374,0.8979213843394642,0.44003253383727253
1790244987462062120,1.5224802088687654,3.2273547534478655,0.10538719332962168,-0.0009333712622980898,-0.010270861411649967,0.9022570938946929,0.4310751381606515
1790244987562062263,1.4926648752968317,3.260089831565975,0.08706457569855677,-0.001021179547155713,-0.010336529077525743,0.9065404680967428,0.4219911054293358
1790244987662072181,1.4685640393216066,3.2888270623265154,0.05632594152014848,-0.0009012439591175533,-0.010174284688311105,0.9107042577447642,0.412932714392474
1790244987762062311,1.4419890629403882,3.3186976270005473,0.026468942324011865,-0.001305361899047091,-0.00987296226852231,0.9148527884149207,0.40366470761681483
1790244987862062215,1.4169490972880892,3.3449117474566963,0.009651708571293128,-0.0011650318938168313,-0.01026205443349726,0.9187569241968403,0.3946885445251939
1790244987962057113,1.3917115316008672,3.3765393150748215,0.009313072160812513,-0.0013048610202303391,-0.010194172082814723,0.9226728717075687,0.3854466863364269
1790244988062062263,1.3587848522873638,3.4035821234298957,0.02779885540312995,-0.0013317592864848353,-0.010097653143321896,0.9264475187728751,0.3762861394967149
1790244988162067174,1.3325967275525672,3.4277650249412694,0.057348693176048446,-0.0016330921642373436,-0.010000896794090866,0.9301671630833277,0.3669964084216179
1790244988262067317,1.3010375439117587,3.4549430790267825,0.08859503540585191,-0.0015993409900767709,-0.010104989371392209,0.9338000887966527,0.35764888572609
1790244988362067222,1.270231110476291,3.478193941951022,0.10744611761121053,-0.0017270558594940782,-0.010291345950119464,0.9373973630518202,0.34810528467638996
1790244988462057113,1.2457093643164565,3.5075109009591823,0.10637991899572838,-0.0019698344303002396,-0.01010692144641372,0.9408231031998865,0.3387415805242498
1790244988562062263,1.210914452379019,3.533397811218341,0.08909894931637857,-0.002043858191927171,-0.0101121271360618,0.9441570143119491,0.3293343283861488
1790244988662057161,1.1765114190820345,3.5559066444615977,0.059382765522892046,-0.002041330248723338,-0.010122072186591984,0.9473726117452689,0.3199664218944567
1790244988762072324,1.145507209232408,3.5760831467361007,0.028182020892100604,-0.002130899072695162,-0.009920154992929555,0.950551530269092,0.3104010922929687
1790244988862057209,1.1133235237690524,3.6017111976559795,0.010777672842981041,-0.0021717183456971823,-0.009884645030018395,0.9535065107366328,0.3012024425771269
1790244988962057113,1.0801605122305067,3.622444153828319,0.011913652282516873,-0.002395270767458949,-0.009933117194115703,0.9565989481180318,0.29122851563634494
1790244989062072277,1.047652668554638,3.6470080846900514,0.030313627098027228,-0.0023470504959233886,-0.009946800406864168,0.9593723527032247,0.2819578716472128
1790244989162057161,1.0151662838396458,3.663999776363631,0.060685168677543665,-0.0026849278884087525,-0.01001460934326121,0.9621659519939811,0.2722667434428231
1790244989262067317,0.9827414413972715,3.683723043618452,0.08936611043875284,-0.0026625945732186755,-0.009900570863290065,0.964855963840346,0.2625792419974245
1790244989362062215,0.9477611265735194,3.706635118319026,0.10731928355990802,-0.0027976686497542137,-0.009868794355373904,0.9674079995279043,0.25301490548388106
1790244989462067127,0.9100750136982753,3.7216313337531317,0.10715460997482863,-0.002994885996026496,-0.009952931981880707,0.9699182768648316,0.24320877041318067
1790244989562062263,0.8785336897288096,3.7388794556175604,0.09111479298668301,-0.0028751026786941964,-0.009994896110402694,0.9723222906660959,0.23341207961385163
1790244989662062168,0.8470975384875159,3.7592880719011865,0.05909883375330825,-0.0029691153283302255,-0.00994083193262943,0.9745334565694309,0.22400202285021364
1790244989762067317,0.8082432336886771,3.7770700861537696,0.028013699512819814,-0.00316911804014309,-0.00964385682509511,0.9767441551267633,0.2141677103150291
1790244989862062215,0.7698984041548117,3.7949242801464074,0.009705292229032885,-0.003332402702422827,-0.009730268932531299,0.9788709894892897,0.204219986520615
1790244989962062120,0.7342157804806965,3.8050660396263587,0.011464604451849464,-0.003309853890542551,-0.00966466090468588,0.980846145374884,0.19451601039385996
