stamp_ns,header_stamp_ns,x,y,z,qx,qy,qz,qw
1790245354280651188,1790244980562072277,1.5070414391865794,0.7101300583178689,0.04180273844707741,0.005714785757094863,-0.008526918150336566,0.4215507190021424,0.9067467254968135
1790245354381096634,1790244980662072181,1.5320609430242964,0.7462369350214382,0.011540752660375611,0.00576237405008852,-0.008425131166296186,0.4305306918878184,0.9025182189587854
1790245354480316894,1790244980762052536,1.5588885036365252,0.7760398702371922,-0.018683483227043562,0.005605951101522921,-0.008430635261278544,0.43930828112860576,0.8982793172688379
1790245354579455747,1790244980862072229,1.5852044635131228,0.8058871180929379,-0.03393498534612717,0.005500757128584704,-0.008497267383323672,0.44839418983759144,0.8937786015774345
1790245354681590550,1790244980962067127,1.6009353362946113,0.8393673536026621,-0.03384573649062317,0.005472160223316745,-0.008549114325265578,0.45725772723751773,0.8892763007008068
1790245354781925885,1790244981062067270,1.6248102210472506,0.8667209260989372,-0.014564046341541582,0.005355558869271428,-0.008606645530613785,0.4661757506738519,0.8846340560510682
1790245354881654470,1790244981162072181,1.6478797808803043,0.9027236935927875,0.017168055288771487,0.005210504854830575,-0.00851259305050157,0.4750185063846554,0.8799192036718967
1790245354980141752,1790244981262062311,1.668710589470624,0.9347328503616549,0.04692185542151512,0.005078632925722357,-0.008828163172617068,0.4837989153022507,0.8751199235389078
1790245355082555262,1790244981362067222,1.6892419109237204,0.9692426749288579,0.06611008724591275,0.004961714757333337,-0.008858419848972938,0.4926214046426966,0.8701844985243509
1790245355178335354,1790244981462057113,1.712277408667253,1.0019292820410726,0.06649155149253894,0.004913114277622263,-0.008880164349723968,0.5011806247609643,0.8652831821740182
1790245355281272294,1790244981562067270,1.7285214759317347,1.037557490374933,0.05022499806645814,0.004956665751378479,-0.009081014981956341,0.5098399189624316,0.8602070818492918
1790245355379944258,1790244981662057161,1.7464239040307123,1.0714420304825636,0.019587471429525292,0.004825351664825557,-0.008974090690831887,0.518454151581659,0.8550447206930669
1790245355479538735,1790244981762062311,1.7638939535840816,1.1063261416006216,-0.008997315806843207,0.00457084377944966,-0.008974760314026683,0.5270060265952311,0.8498018645522701
1790245355578971750,1790244981862057209,1.7807966567197038,1.1420519305519148,-0.026254643816012602,0.004686509364081351,-0.009090476494455067,0.5354164704906631,0.8445262595053858
1790245355677988165,1790244981962057113,1.7978312297877233,1.1787687109113671,-0.0258720372469076,0.0045025431810671,-0.009123700782933728,0.5439472310265822,0.8390577423796227
1790245355779506846,1790244982062072277,1.818469901012244,1.2166843062123078,-0.006246880233113983,0.004413903789158241,-0.009156385357532208,0.5522304062802547,0.8336295678776102
1790245355879983321,1790244982162057161,1.8296600822289601,1.2508063869031245,0.02428992543471418,0.004349091477258719,-0.009227853747263651,0.5604386153854266,0.8281331357355206
1790245355979763566,1790244982262062311,1.8435595029388474,1.2919755710824807,0.055101197000802855,0.004229734784422458,-0.009311137121957962,0.5686620130319515,0.822507706348902
1790245356081622049,1790244982362072229,1.8556343965744246,1.3262083977203896,0.0741569454941802,0.004238342341376706,-0.009446972313313913,0.576945103131894,0.8167172945029199
1790245356178604402,1790244982462072134,1.867394302233438,1.3649858297015196,0.07548676011586426,0.0041174616223795205,-0.009378570934889014,0.5850233093436342,0.8109517966200931
1790245356277813342,1790244982562067270,1.8825161934401955,1.4027207903198007,0.0569014031017776,0.0040633740839888955,-0.00948276119190202,0.593316218581142,0.8049033674917296
1790245356380859948,1790244982662062168,1.8913511733547634,1.4419645073467573,0.027781022787741753,0.003990094862135495,-0.009378305012857479,0.6012421576352373,0.7990018738525697
1790245356478785293,1790244982762072324,1.9022437761453967,1.4791826012504576,-0.0017698149292393371,0.003856179478205662,-0.009446667323322317,0.6091979047012839,0.792952585760075
1790245356578677293,1790244982862067222,1.9124944784454556,1.5171163758937896,-0.01849275608971268,0.0039325687884805005,-0.009745520049096994,0.6169184228833222,0.7869569360826252
1790245356678427762,1790244982962062120,1.924435905198689,1.5548177197926214,-0.017242861966854407,0.003690928445009518,-0.009528977805544115,0.6248924605588898,0.7806439574899358
1790245356780717385,1790244983062072277,1.93207747625861,1.5943255658417492,0.0012784321568595893,0.003395298361285071,-0.009626471002430451,0.6326414122594121,0.7743775865165445
